Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição,Regata,Descarte
,,"Leo Takahashi, Tim Morishima",,49er,14.0,G,37,,146.0,121.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Jens-Christian Dehn-Toftehoj, Mads Fuglbjerg",,49er,20.0,G,40,,148.0,125.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Ryan Seaton, Richard Schultheis",,49er,9.0,G,33,,136.0,111.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Jose Manuel Ruiz Ibanez, Pol Marsans Balcells",,49er,7.0,G,54,,127.0,102.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Shingen Furuya, Akira Takayanagi",,49er,13.0,G,56,,128.0,103.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"WEI HONG, Wang LiuHan",,49er,15.0,G,65,,141.0,116.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Lukasz Przybytek, Jacek Piasecki",,49er,11.0,G,14,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Giulio Calabro, Uberto Crivelli Visconti",,49er,18.0,G,15,,131.0,113.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Nevin Snow, Maximiliano Agnese",,49er,15.0,G,16,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Emile Amoros, Lucas Rual",,49er,2.0,G,25,,90.0,77.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Chris Taylor, Rhos Hawes",,49er,16.0,G,17,,157.0,133.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Arno de Planta, Sebastien Schneiter",,49er,9.0,G,19,,160.0,135.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Noe Delpech, Julien D'Ortoli",,49er,2.0,G,18,,155.0,134.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Erwan Fischer, Youenn Bertin",,49er,14.0,G,8,,134.0,111.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Tom Burton, Max Paul",,49er,8.0,G,21,,159.0,136.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,Kristian Praest,,49er,21.0,G,24,,200.0,176.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Massimo Contessi, Luca Contessi",,49er,6.0,G,59,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Diego Botin le Chever, Florian Trittel Paul",,49er,12.0,G,1,,103.0,78.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Maor Abu, Yam Wirtheim",,49er,11.0,G,72,,171.5,146.5,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Andrew Mollerus, Ian Macdiarmid",,49er,3.0,G,10,,145.0,120.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Jeppe Nilsen, Mathias Berthet",,49er,17.0,G,22,,192.0,169.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Sangwoo Bae, Kyoungduk Kim",,49er,4.0,G,62,,135.0,110.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Don Whitcraft, Dylan Whitcraft",,49er,25.0,G,70,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Simone Ferrarese, Leonardo Chiste'",,49er,16.0,G,28,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Anatole Martin, Malo Kennish",,49er,25.0,G,58,,130.0,105.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Xin Wang, Tianyu Qi",,49er,18.0,G,64,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Yannick Lefebvre, Jan Heuninck",,49er,12.0,G,51,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Sean Waddilove, Robert Dickson",,49er,25.0,G,48,,214.0,189.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Thomas Cunich, Miles Davey",,49er,17.0,G,34,,133.4,113.4,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Ganapathy Kelapanda, Varun Thakkar",,49er,1.0,G,45,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Nikolaj Hoffmann Buhl, Daniel Gunnar Nyborg",,49er,12.0,G,46,,165.0,142.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Floris van de Werken, Bart Lambriex",,49er,5.0,G,4,,110.0,93.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Mihovil Fantela, Sime Fantela",,49er,10.0,G,11,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Nilo Scharer, Joshua Richner",,49er,25.0,G,38,,147.0,122.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Edoardo Valletta, Francesco Padovani",,49er,10.0,G,52,,123.0,98.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Daniel Budden, Nick Robins",,49er,11.0,G,43,,152.0,131.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Kevin Fischer, Yann Jauvin",,49er,6.0,G,12,,132.0,108.0,Semaine Olympique Francaise De Voile 2023,7F,0
,,"Hernan Umpierre, Fernando Diz",,49er,20.0,G,13,,131.0,109.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Murci Siffeutte Grual, Gabriel Silva Simoes",,49er,10.0,G,41,,151.0,126.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Min Gyu Jeong, Joonoh Jin",,49er,19.0,G,71,,169.0,144.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Kevin Fischer, Yann Jauvin",,49er,24.0,G,12,,132.0,108.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Chris Taylor, Rhos Hawes",,49er,4.0,G,17,,157.0,133.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Ganapathy Kelapanda, Varun Thakkar",,49er,21.0,G,45,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Diego Botin le Chever, Florian Trittel Paul",,49er,1.0,G,1,,103.0,78.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Maciej Krusiec, Adam Glogowski",,49er,17.0,G,67,,142.0,117.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sangwoo Bae, Kyoungduk Kim",,49er,1.0,G,62,,135.0,110.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Simone Ferrarese, Leonardo Chiste'",,49er,2.0,G,28,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Daniel Budden, Nick Robins",,49er,19.0,G,43,,152.0,131.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Blake McGlashan, Scott Mckenzie",,49er,12.0,G,49,,110.0,85.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tom Burton, Max Paul",,49er,6.0,G,21,,159.0,136.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Elias Aretz, Albert Torres",,49er,2.0,G,50,,118.0,93.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Anatole Martin, Malo Kennish",,49er,6.0,G,58,,130.0,105.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Leo Takahashi, Tim Morishima",,49er,20.0,G,37,,146.0,121.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Maor Abu, Yam Wirtheim",,49er,25.0,G,72,,171.5,146.5,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Johnny Durcan, Seafra Guilfoyle",,49er,18.0,G,35,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Xin Wang, Tianyu Qi",,49er,11.0,G,64,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Linov Scheel, Maximilian Stingele",,49er,20.0,G,61,,134.0,109.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"James Grummett, Sam Jones",,49er,16.0,G,32,,131.0,110.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Shingen Furuya, Akira Takayanagi",,49er,9.0,G,56,,128.0,103.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Giulio Calabro, Uberto Crivelli Visconti",,49er,7.0,G,15,,131.0,113.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Nicola Torchio, Marco ANESSI ",,49er,22.0,G,44,,157.0,132.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Arno de Planta, Sebastien Schneiter",,49er,5.0,G,19,,160.0,135.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Will Jones, Justin Barnes",,49er,22.0,G,23,,197.0,174.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Nevin Snow, Maximiliano Agnese",,49er,9.0,G,16,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Isaac Kale McHardie, William McKenzie",,49er,16.0,G,6,,114.0,94.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Mihovil Fantela, Sime Fantela",,49er,3.0,G,11,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Fynn Sterritt, James Peters",,49er,8.0,G,5,,116.0,94.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,Kristian Praest,,49er,21.0,G,24,,200.0,176.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Joel Turner, Thomas Needham",,49er,9.0,G,27,,112.0,94.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Ian Barrows, Hans Henken",,49er,19.0,G,7,,120.0,99.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Keanu Prettner, Jakob Flachberger",,49er,13.0,G,31,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tian Liu, Zaiding Wen",,49er,7.0,G,29,,123.0,98.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"WEI HONG, Wang LiuHan",,49er,4.0,G,65,,141.0,116.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Edoardo Valletta, Francesco Padovani",,49er,16.0,G,52,,123.0,98.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Lukasz Przybytek, Jacek Piasecki",,49er,10.0,G,14,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Juuso Roihu, Lasse Lindell",,49er,12.0,G,47,,177.0,152.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Ioannis Orfanos, Pavlos Serafeim Kagialis",,49er,13.0,G,69,,155.0,130.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jim Colley, Shaun Connor",,49er,18.0,G,2,,112.0,87.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jens-Christian Dehn-Toftehoj, Mads Fuglbjerg",,49er,3.0,G,40,,148.0,125.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Emile Amoros, Lucas Rual",,49er,11.0,G,25,,90.0,77.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Nilo Scharer, Joshua Richner",,49er,6.0,G,38,,147.0,122.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Oskari Muhonen, Edvard Bremer",,49er,10.0,G,53,,124.0,99.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Massimo Contessi, Luca Contessi",,49er,8.0,G,59,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Russell Williams Aylsworth, Akira Luke Sakai",,49er,5.0,G,57,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Fabian Rieger, Tom Heinrich",,49er,25.0,G,66,,141.0,116.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Campbell Stanton, William Shapland",,49er,14.0,G,42,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Frederik Rask, Jakob Precht Jensen",,49er,14.0,G,20,,161.0,136.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jose Manuel Ruiz Ibanez, Pol Marsans Balcells",,49er,7.0,G,54,,127.0,102.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Thomas Cunich, Miles Davey",,49er,5.0,G,34,,133.4,113.4,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Andrew Mollerus, Ian Macdiarmid",,49er,13.0,G,10,,145.0,120.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"TIMOTHEE DEPERY, GOULON Corentin",,49er,3.0,G,63,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Szymon Wierzbicki, Dominik Buksak",,49er,17.0,G,26,,118.0,93.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Nikolaj Hoffmann Buhl, Daniel Gunnar Nyborg",,49er,23.0,G,46,,165.0,142.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jakob Meggendorfer, Andreas Spranger",,49er,4.0,G,36,,142.0,119.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Benjamin Bildstein, David Hussl",,49er,1.0,G,30,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Don Whitcraft, Dylan Whitcraft",,49er,25.0,G,70,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tiago Alves, Ricardo Alves",,49er,25.0,G,60,,132.0,107.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Yannick Lefebvre, Jan Heuninck",,49er,15.0,G,51,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Noe Delpech, Julien D'Ortoli",,49er,17.0,G,18,,155.0,134.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Ryan Seaton, Richard Schultheis",,49er,8.0,G,33,,136.0,111.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jeppe Nilsen, Mathias Berthet",,49er,23.0,G,22,,192.0,169.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Tytus Butowski, Lukasz Machowski",,49er,15.0,G,39,,147.0,124.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Pedro Costa, Joao Bolina",,49er,18.0,G,68,,152.0,127.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sean Waddilove, Robert Dickson",,49er,25.0,G,48,,214.0,189.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Erwan Fischer, Youenn Bertin",,49er,11.0,G,8,,134.0,111.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Sam Morgan, Patrick Morgan",,49er,14.0,G,55,,127.0,102.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Jakub Sztorch, Mikolaj Staniul",,49er,15.0,G,3,,105.0,90.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Oscar Gunn, Logan Dunning-Beck",,49er,12.0,G,9,,130.0,111.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Floris van de Werken, Bart Lambriex",,49er,2.0,G,4,,110.0,93.0,Semaine Olympique Francaise De Voile 2023,8F,0
,,"Floris van de Werken, Bart Lambriex",,49er,8.0,G,4,,110.0,93.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Frederik Rask, Jakob Precht Jensen",,49er,25.0,G,20,,161.0,136.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Hernan Umpierre, Fernando Diz",,49er,2.0,G,13,,131.0,109.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Diego Botin le Chever, Florian Trittel Paul",,49er,25.0,G,1,,103.0,78.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Jeppe Nilsen, Mathias Berthet",,49er,5.0,G,22,,192.0,169.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Will Jones, Justin Barnes",,49er,16.0,G,23,,197.0,174.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Jakub Sztorch, Mikolaj Staniul",,49er,7.0,G,3,,105.0,90.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Giulio Calabro, Uberto Crivelli Visconti",,49er,11.0,G,15,,131.0,113.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Simone Ferrarese, Leonardo Chiste'",,49er,12.0,G,28,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Murci Siffeutte Grual, Gabriel Silva Simoes",,49er,9.0,G,41,,151.0,126.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Nilo Scharer, Joshua Richner",,49er,7.0,G,38,,147.0,122.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Szymon Wierzbicki, Dominik Buksak",,49er,1.0,G,26,,118.0,93.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Noe Delpech, Julien D'Ortoli",,49er,20.0,G,18,,155.0,134.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Emile Amoros, Lucas Rual",,49er,8.0,G,25,,90.0,77.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Leo Takahashi, Tim Morishima",,49er,16.0,G,37,,146.0,121.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Tom Burton, Max Paul",,49er,19.0,G,21,,159.0,136.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"James Grummett, Sam Jones",,49er,21.0,G,32,,131.0,110.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Benjamin Bildstein, David Hussl",,49er,5.0,G,30,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Isaac Kale McHardie, William McKenzie",,49er,1.0,G,6,,114.0,94.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Jakob Meggendorfer, Andreas Spranger",,49er,3.0,G,36,,142.0,119.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Oscar Gunn, Logan Dunning-Beck",,49er,6.0,G,9,,130.0,111.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Thomas Cunich, Miles Davey",,49er,20.0,G,34,,133.4,113.4,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Nevin Snow, Maximiliano Agnese",,49er,17.0,G,16,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Ian Barrows, Hans Henken",,49er,10.0,G,7,,120.0,99.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Lukasz Przybytek, Jacek Piasecki",,49er,14.0,G,14,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Mihovil Fantela, Sime Fantela",,49er,3.0,G,11,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Jim Colley, Shaun Connor",,49er,9.0,G,2,,112.0,87.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Tytus Butowski, Lukasz Machowski",,49er,22.0,G,39,,147.0,124.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Andrew Mollerus, Ian Macdiarmid",,49er,12.0,G,10,,145.0,120.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Jens-Christian Dehn-Toftehoj, Mads Fuglbjerg",,49er,23.0,G,40,,148.0,125.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Arno de Planta, Sebastien Schneiter",,49er,21.0,G,19,,160.0,135.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Juuso Roihu, Lasse Lindell",,49er,14.0,G,47,,177.0,152.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Ryan Seaton, Richard Schultheis",,49er,11.0,G,33,,136.0,111.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Daniel Budden, Nick Robins",,49er,6.0,G,43,,152.0,131.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Tian Liu, Zaiding Wen",,49er,2.0,G,29,,123.0,98.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Chris Taylor, Rhos Hawes",,49er,22.0,G,17,,157.0,133.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,Kristian Praest,,49er,18.0,G,24,,200.0,176.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Keanu Prettner, Jakob Flachberger",,49er,19.0,G,31,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Sean Waddilove, Robert Dickson",,49er,25.0,G,48,,214.0,189.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Campbell Stanton, William Shapland",,49er,15.0,G,42,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Joel Turner, Thomas Needham",,49er,10.0,G,27,,112.0,94.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Nikolaj Hoffmann Buhl, Daniel Gunnar Nyborg",,49er,18.0,G,46,,165.0,142.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Fynn Sterritt, James Peters",,49er,13.0,G,5,,116.0,94.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Erwan Fischer, Youenn Bertin",,49er,15.0,G,8,,134.0,111.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Kevin Fischer, Yann Jauvin",,49er,4.0,G,12,,132.0,108.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Ganapathy Kelapanda, Varun Thakkar",,49er,13.0,G,45,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Nicola Torchio, Marco ANESSI ",,49er,4.0,G,44,,157.0,132.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Johnny Durcan, Seafra Guilfoyle",,49er,17.0,G,35,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,11F,0
,,"Campbell Stanton, William Shapland",,49er,25.0,G,42,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Maor Abu, Yam Wirtheim",,49er,25.0,G,72,,171.5,146.5,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Yannick Lefebvre, Jan Heuninck",,49er,25.0,G,51,,122.0,97.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Kevin Fischer, Yann Jauvin",,49er,6.0,G,12,,132.0,108.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Sam Morgan, Patrick Morgan",,49er,25.0,G,55,,127.0,102.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Maciej Krusiec, Adam Glogowski",,49er,25.0,G,67,,142.0,117.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Szymon Wierzbicki, Dominik Buksak",,49er,13.0,G,26,,118.0,93.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Erwan Fischer, Youenn Bertin",,49er,3.0,G,8,,134.0,111.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Tom Burton, Max Paul",,49er,12.0,G,21,,159.0,136.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Russell Williams Aylsworth, Akira Luke Sakai",,49er,13.0,G,57,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"TIMOTHEE DEPERY, GOULON Corentin",,49er,25.0,G,63,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Edoardo Valletta, Francesco Padovani",,49er,25.0,G,52,,123.0,98.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Don Whitcraft, Dylan Whitcraft",,49er,25.0,G,70,,165.0,140.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Mihovil Fantela, Sime Fantela",,49er,4.0,G,11,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Xin Wang, Tianyu Qi",,49er,25.0,G,64,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Anatole Martin, Malo Kennish",,49er,16.0,G,58,,130.0,105.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Johnny Durcan, Seafra Guilfoyle",,49er,15.0,G,35,,140.0,115.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Oscar Gunn, Logan Dunning-Beck",,49er,1.0,G,9,,130.0,111.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Andrew Mollerus, Ian Macdiarmid",,49er,1.0,G,10,,145.0,120.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Massimo Contessi, Luca Contessi",,49er,14.0,G,59,,131.0,106.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Jeppe Nilsen, Mathias Berthet",,49er,8.0,G,22,,192.0,169.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Elias Aretz, Albert Torres",,49er,14.0,G,50,,118.0,93.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Min Gyu Jeong, Joonoh Jin",,49er,25.0,G,71,,169.0,144.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Arno de Planta, Sebastien Schneiter",,49er,5.0,G,19,,160.0,135.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Ryan Seaton, Richard Schultheis",,49er,11.0,G,33,,136.0,111.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Benjamin Bildstein, David Hussl",,49er,25.0,G,30,,129.0,104.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Will Jones, Justin Barnes",,49er,4.0,G,23,,197.0,174.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Thomas Cunich, Miles Davey",,49er,10.7,G,34,,133.4,113.4,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Giulio Calabro, Uberto Crivelli Visconti",,49er,7.0,G,15,,131.0,113.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Sean Waddilove, Robert Dickson",,49er,10.0,G,48,,214.0,189.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Oskari Muhonen, Edvard Bremer",,49er,25.0,G,53,,124.0,99.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Jakub Sztorch, Mikolaj Staniul",,49er,1.0,G,3,,105.0,90.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Juuso Roihu, Lasse Lindell",,49er,18.0,G,47,,177.0,152.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Jose Manuel Ruiz Ibanez, Pol Marsans Balcells",,49er,25.0,G,54,,127.0,102.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Blake McGlashan, Scott Mckenzie",,49er,15.0,G,49,,110.0,85.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Fynn Sterritt, James Peters",,49er,9.0,G,5,,116.0,94.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Nicola Torchio, Marco ANESSI ",,49er,6.0,G,44,,157.0,132.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Nevin Snow, Maximiliano Agnese",,49er,8.0,G,16,,153.0,128.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Nilo Scharer, Joshua Richner",,49er,7.0,G,38,,147.0,122.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Jakob Meggendorfer, Andreas Spranger",,49er,11.0,G,36,,142.0,119.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Lukasz Przybytek, Jacek Piasecki",,49er,2.0,G,14,,137.0,112.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"WEI HONG, Wang LiuHan",,49er,25.0,G,65,,141.0,116.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,Kristian Praest,,49er,14.0,G,24,,200.0,176.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Hernan Umpierre, Fernando Diz",,49er,10.0,G,13,,131.0,109.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Sangwoo Bae, Kyoungduk Kim",,49er,25.0,G,62,,135.0,110.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Emile Amoros, Lucas Rual",,49er,13.0,G,25,,90.0,77.0,Semaine Olympique Francaise De Voile 2023,2Q,0
,,"Ian Barrows, Hans Henken",,49er,3.0,G,7,,120.0,99.0,Semaine Olympique Francaise De Voile 2023,2Q,0
